,0
1924,RWL
1925,MSGM
1926,TH
1927,DBB
1928,CMLFU
1929,AEFC
1930,DUG
1931,FREQ
1932,IEHS
1933,GTS
1934,ADERU
1935,GPACW
1936,NUO
1937,GNCA
1938,ANDAW
1939,PEB$C
1940,TXMD
1941,EPHY
1942,MIT.U
1943,HLG
1944,ZNTL
1945,RXD
1946,SBBA
1947,ENIC
1948,FV
1949,PCF
1950,BCACU
1951,REET
1952,GOEV
1953,GLW
1954,ANAC
1955,CODI$B
1956,YORW
1957,JNJ
1958,CIM$D
1959,BLTS
1960,GSEV
1961,CHAD
1962,GUT$A
1963,KSMTU
1964,MAXN
1965,TOWN
1966,PCM
1967,TCON
1968,SOXX
1969,HCI
1970,FCACW
1971,FFR
1972,ROCCW
1973,SLGG
1974,ARCO
1975,IBCE
1976,KVSB
1977,HCA
1978,BTN
1979,BXS$A
1980,PXSAW
1981,GWAC
1982,OSAT
1983,WFC$X
1984,PKI
1985,UPWK
1986,ZIONL
1987,GROY.W
1988,DTE.V
1989,LYL
1990,ARBGW
1991,PFFA
1992,STAA
1993,XJH
1994,LEVLP
1995,BBN
1996,RCAT
1997,ALTA
1998,ACST
1999,ADN
2000,KEY$J
2001,PLAT
2002,GSUS
2003,PBEE
2004,FRONW
2005,JFR
2006,HAL
2007,DSEY
2008,GNR
2009,LJAQ
2010,DMRI
2011,SB$D
2012,DLCA
2013,INSE
2014,RDVY
2015,CERS
2016,GHACU
2017,DKNG
2018,BTA
2019,HDLB
2020,AKO.B
2021,EWM
2022,HUSV
2023,AGM$C
2024,PCRX
2025,HSTO
2026,BURL
2027,AHL$E
2028,SDPI
2029,TDW.B
2030,FTCI
2031,GECCL
2032,FMAC.U
2033,JW.A
2034,MCS
2035,YTRA
2036,MRK
2037,LATNU
2038,THCA
2039,MMTM
2040,HCDI
2041,CIBR
2042,PCH
2043,PDCE
2044,MFA$C
2045,ECL
2046,SEAH.U
2047,SCCB
2048,CPAC
2049,CTAQW
2050,MUJ
2051,FVD
2052,SOCL
2053,WBIY
2054,HEES
2055,DTEA
2056,VPCBU
2057,FLNG
2058,OCA
2059,ZIVO
2060,GPMT
2061,AP
2062,DLR$K
2063,ELF
2064,UBA
2065,EQNR
2066,KRNLU
2067,JPC
2068,JJC
2069,CHI
2070,SMTC
2071,LKOR
2072,AAOI
2073,MARPS
2074,IACC
2075,TSN
2076,CPTAL
2077,CHMI
2078,TVAC
2079,PSAC
2080,AIHS
2081,MCHI
2082,VYM
2083,FMAY
2084,XLSR
2085,MTLS
2086,LEMB
2087,MPLX
2088,VLRS
2089,PLDR
2090,BSM
2091,CNSP
2092,EGIS
2093,FLBR
2094,EA
2095,BYFC
2096,ICAD
2097,DTOC
2098,REK
2099,EOD
2100,DSGX
2101,OPGN
2102,DDG
2103,AKTS
2104,FIII
2105,HERO
2106,LFT
2107,PD
2108,MUR
2109,ARNA
2110,IPDN
2111,HDRO
2112,CCNE
2113,BAM
2114,KURE
2115,NDMO
2116,EJH
2117,AONE.U
2118,EVOP
2119,JBI
2120,WEBS
2121,LQDA
2122,MGI
2123,CNOB
2124,RMTI
2125,CVNA
2126,USEG
2127,SRPT
2128,NWLI
2129,RFP
2130,ROM
2131,BIL
2132,SPTM
2133,PTH
2134,MAGA
2135,GHAC
2136,NVS
2137,LAIX
2138,HGSH
2139,OCAXW
2140,GM
2141,NLSN
2142,CCXI
2143,ALL$H
2144,FLAX
2145,VIV
2146,OEPWW
2147,PCG$E
2148,SEED
2149,ELP
2150,EVG
2151,ASHS
2152,PGM
2153,LGHLW
2154,PSCH
2155,KFFB
2156,BIG
2157,FVRR
2158,FLBL
2159,ALACW
2160,COHU
2161,YRD
2162,HOWL
2163,CSLT
2164,IXG
2165,TGS
2166,DHR$B
2167,SBGI
2168,KSPN
2169,IPB
2170,SOHO
2171,SSB
2172,ESGU
2173,IEFN
2174,SWBK.W
2175,CUBA
2176,TDSA
2177,XFLT$A
2178,SHIP
2179,EMAN
2180,ISCG
2181,BAC$N
2182,VTAQW
2183,MUX
2184,GJH
2185,AER
2186,ETACW
2187,GRU
2188,DFAS
2189,MCMJW
2190,SEEL
2191,ESGR
2192,EUSC
2193,UGRO
2194,CANF
2195,DBO
2196,MET$F
2197,QS
2198,TLC
2199,IWDL
2200,TMFC
2201,TFFP
2202,CHMI$B
2203,QD
2204,DGX
2205,LOKM.U
2206,EWZ
2207,MIME
2208,EC
2209,MCAER
2210,TCDA
2211,JLL
2212,PAQCW
2213,DBE
2214,HQY
2215,AFGC
2216,SCE$G
2217,VFL
2218,MCAEU
2219,QQQN
2220,CLIR
2221,CPHC
2222,EWP
2223,PXE
2224,IDEV
2225,EVGBC
2226,FLCB
2227,FCAC
2228,VBLT
2229,AVD
2230,BOH
2231,LLNW
2232,RTPYW
2233,XMLV
2234,CRIS
2235,STWOU
2236,PFO
2237,BDXB
2238,ERC
2239,OCC
2240,HECCW
2241,ULE
2242,KNBE
2243,HPI
2244,TDACW
2245,BPT
2246,IIAC
2247,TARO
2248,EMQQ
2249,SOXQ
2250,EVGN
2251,CDZI
2252,ORGO
2253,SNRHU
2254,EXPR
2255,YLD
2256,WHLM
2257,CLMT
2258,PMGM
2259,PPTY
2260,FRGI
2261,APTV$A
2262,FPAC.W
2263,CROX
2264,IPSC
2265,BOX
2266,AME
2267,WBS$F
2268,ALGS
2269,SOFI
2270,KEY$K
2271,ENVIU
2272,MQ
2273,CVCO
2274,DSX
2275,FCO
2276,WBT
2277,FJUN
2278,FST
2279,QUMU
2280,SHO
2281,MKTY
2282,ELSE
2283,IIPR$A
2284,THCBU
2285,SMID
2286,BARK
2287,DHIL
2288,WTER
2289,OI
2290,RFI
2291,EUCRU
2292,EFZ
2293,BGSX.U
2294,CBB$B
2295,AKTX
2296,EWGS
2297,FTXR
2298,ARTW
2299,TWND.W
2300,XVZ
2301,WNS
2302,NRZ$C
2303,SPNE
2304,VFMO
2305,YSAC
2306,RDIB
2307,BYTSU
2308,UDR
2309,TSCAP
2310,EPP
2311,KAIRW
2312,IMNM
2313,WTFC
2314,VXF
2315,HYFM
2316,MG
2317,NEV
2318,SAMG
2319,EEMX
2320,AJXA
2321,XOG
2322,ROUS
2323,IMAB
2324,BCC
2325,VGT
2326,LGACW
2327,BNTC
2328,MLACU
2329,GGRW
2330,AHH
2331,FDIV
2332,INSM
2333,LGL.W
2334,MDGSW
2335,BSVN
2336,FBMS
2337,PYZ
2338,TDIV
2339,SUSB
2340,ESM.W
2341,FXB
2342,SSAA
2343,WING
2344,LQDT
2345,CYCC
2346,BTWNW
2347,RCA
2348,QPT
2349,IBTB
2350,RDWR
2351,IVH
2352,ZEN
2353,MRNS
2354,WSFS
2355,ALPN
2356,BLDG
2357,FCBP
2358,ATCOL
2359,VYNT
2360,FMC
2361,PLBY
2362,AKICW
2363,FUND
2364,JEMD
2365,MBI
2366,AVLR
2367,ALCO
2368,ALHC
2369,TTE
2370,EVT
2371,RILYH
2372,AMR
2373,CODI$C
2374,ONCT
2375,LMRKP
2376,PZA
2377,GCACW
2378,LRCX
2379,TDVG
2380,WPG
2381,SIEB
2382,TAYD
2383,HECCU
2384,PZZA
2385,FMAT
2386,CRTD
2387,AINC
2388,AKU
2389,PBSM
2390,APGB.U
2391,AUTO
2392,IMACW
2393,MTDR
2394,RLGY
2395,VTRS
2396,CRMT
2397,FLME
2398,SMHI
2399,GSQD.W
2400,NFTY
2401,EMFM
2402,LGI
2403,WARR.W
2404,MSAC
2405,XYF
2406,CASS
2407,LNN
2408,JPIN
2409,GOLD
2410,PFIE
2411,CMRE$B
2412,MAAX
2413,FTPAW
2414,GMBTW
2415,FWP
2416,GLYC
2417,USEQ
2418,KIE
2419,KURIW
2420,NGC.W
2421,BLUA
2422,PYPD
2423,FBRX
2424,VMM
2425,AXAS
2426,TCBIO
2427,PIPR
2428,LWACW
2429,BW$A
2430,SVAL
2431,CLRMU
2432,SLRC
2433,QLVE
2434,PLAB
2435,DAN
2436,TPTA
2437,OMAB
2438,KRNY
2439,MMSI
2440,RY
2441,KBE
2442,FDTS
2443,LYB
2444,ADXN
2445,AMBC.W
2446,NTLA
2447,IGZ
2448,CNF
2449,NBTB
2450,NXU
2451,CYAD
2452,YCL
2453,MSGS
2454,DHR
2455,HUN
2456,GHM
2457,LECO
2458,RNST
2459,AGL
2460,PMT$A
2461,LBJ
2462,UBS
2463,TSOC
2464,CTOS
2465,VTC
2466,GMTX
2467,RNRG
2468,CAMT
2469,SCKT
2470,BOIL
2471,CMII
2472,NHS
2473,MIC
2474,SIGI
2475,HAS
2476,TACO
2477,ASGI
2478,HERA
2479,HRZN
2480,VIEWW
2481,VTV
2482,HCCCW
2483,VTAQR
2484,ZWRK
2485,NOAH
2486,COOL
2487,ADF.U
2488,SFYX
2489,BTRSW
2490,EURZ
2491,AAA
2492,THRY
2493,AAAU
2494,LSTR
2495,BNY
2496,AEHL
2497,FPA
2498,MGMT
2499,ALDX
2500,SF$A
2501,TENX
2502,BICK
2503,VCVCU
2504,BAK
2505,BIOT
2506,NXC
2507,NUVB.W
2508,CLTL
2509,TTAC
2510,AFINO
2511,AIA
2512,FWRD
2513,PING
2514,KVHI
2515,TWLV
2516,HDV
2517,FUTU
2518,MDLY
2519,PIAI
2520,NVEE
2521,EMNT
2522,PEB$D
2523,RHE$A
2524,ERES
2525,NTAP
2526,SKT
2527,DFAI
2528,SOLY
2529,ERUS
2530,LEGA
2531,SPGI
2532,EDTX
2533,GVI
2534,OIA
2535,LMST
2536,SNGXW
2537,GME
2538,ALTL
2539,PLAG
2540,FGRO
2541,MFIN
2542,ACP$A
2543,CMBM
2544,TBKCP
2545,CENHU
2546,FTOC
2547,KALA
2548,CSPI
2549,FSTR
2550,GF
2551,TETCW
2552,TNP$D
2553,GLG
2554,YANG
2555,HGBL
2556,QCLN
2557,TR
2558,KN
2559,EMPW
2560,UK
2561,JDST
2562,AMZA
2563,CBU
2564,SKYAU
2565,MAS
2566,MANH
2567,CALT
2568,PXH
2569,GLHA
2570,HCICW
2571,GXII
2572,BIOC
2573,MTACW
2574,OSN
2575,DGZ
2576,HKIB
2577,MET
2578,DGNR
2579,MN
2580,LPCN
2581,AFSM
2582,NCMI
2583,MGEE
2584,STT$D
2585,SYN
2586,SND
2587,RXT
2588,BWB
2589,JHI
2590,TUYA
2591,ZVV
2592,QQQ
2593,QQXT
2594,AVO
2595,SPNS
2596,BHP
2597,BZUN
2598,PAWZ
2599,VST
2600,SEAH
2601,TNK
2602,SSUS
2603,FRG
2604,FFIV
2605,CLSD
2606,KTCC
2607,FRWAU
2608,BHF
2609,GLDI
2610,EURN
2611,AES
2612,CACI
2613,MU
2614,XFLT
2615,GPK
2616,BSCQ
2617,TRCH
2618,TARA
2619,TSPQ.U
2620,VTEB
2621,JBLU
2622,SBBP
2623,SQBG
2624,IXP
2625,KMPH
2626,HAIN
2627,ILDR
2628,EGGF.U
2629,PALC
2630,WOMN
2631,SMDV
2632,ASAXW
2633,DIAL
2634,EIS
2635,CAP.W
2636,CRU.W
2637,DBTX
2638,EDIT
2639,IGSB
2640,MIXT
2641,VXUS
2642,RIGS
2643,TANNZ
2644,CZNC
2645,CFMS
2646,AMWL
2647,DUDE
2648,ORN
2649,PCOM
2650,WIL
2651,ADX
2652,LBPH
2653,CLBR.U
2654,KCAC.U
2655,USFD
2656,ASTE
2657,GLAQ
2658,SPGS
2659,CPER
2660,PEJ
2661,PRFT
2662,GLV
2663,HMPT
2664,BITQ
2665,XDIV
2666,UBP$K
2667,BLI
2668,CSPR
2669,SCVX.U
2670,UFPT
2671,GRUB
2672,FXN
2673,FLRN
2674,GECC
2675,IRM
2676,VPV
2677,FGD
2678,TYHT
2679,TNP$F
2680,GNW
2681,FCRW
2682,EMGF
2683,LFC
2684,SCHJ
2685,EEA
2686,STLV
2687,CATY
2688,LGLV
2689,MGK
2690,IAUF
2691,JSCP
2692,CAT
2693,WWR
2694,ROP
2695,NVSAW
2696,ACAH
2697,TDSB
2698,ROCC
2699,BPRN
2700,AEVA
2701,HAWX
2702,ROCRU
2703,OGCP
2704,SUM
2705,FLYT
2706,LUV
2707,OCA.W
2708,AEF
2709,GOVZ
2710,NATR
2711,KRBP
2712,TWNI
2713,ESBK
2714,NSIT
2715,XYLG
2716,RAND
2717,RFEM
2718,VOR
2719,DCOM
2720,EQS
2721,LAKE
2722,RYN
2723,DSAC
2724,PSTH
2725,BLUWU
2726,OMIC
2727,PSMR
2728,IGICW
2729,QNST
2730,CATH
2731,BBVA
2732,EXP
2733,FHN$B
2734,WCC$A
2735,BCH
2736,STC
2737,CRK
2738,ATRS
2739,ISUN
2740,PW$A
2741,VGSH
2742,REML
2743,TSQ
2744,EBR
2745,TLGT
2746,LTPZ
2747,BCEI
2748,NBY
2749,CNET
2750,EMMF
2751,WINC
2752,GAB$H
2753,XLRE
2754,PSEP
2755,QQC
2756,BSJQ
2757,IYH
2758,FE
2759,ALB
2760,WBND
2761,NNN
2762,ALX
2763,NOG
2764,NTCT
2765,EQT
2766,NATI
2767,KMPR
2768,ABCB
2769,ORGS
2770,AIT
2771,EXN
2772,MTRN
2773,PDT
2774,EWJE
2775,PBTS
2776,GFX.U
2777,VVOS
2778,E
2779,EQHA
2780,RTPYU
2781,PVAC
2782,MAGS
2783,DHF
2784,GLBL
2785,FRLG
2786,NAAC
2787,SCE$J
2788,BIVI
2789,FEN
2790,RTPZ
2791,PGRO
2792,ORRF
2793,NRO
2794,CORN
2795,GTPB
2796,LAMR
2797,XELA
2798,FTAI
2799,SDP
2800,CAHCW
2801,TALS
2802,MTR
2803,FEMB
2804,APVO
2805,LCUT
2806,DOYU
2807,CMLTU
2808,AONE.W
2809,FOX
2810,BCTXW
2811,FCPT
2812,AMYT
2813,TSPQ
2814,CPTA
2815,CX
2816,TMKRU
2817,ACI
2818,KAIR
2819,NEWTL
2820,AUD
2821,GROY
2822,CRDF
2823,TPZ
2824,DMXF
2825,WSM
2826,CTR
2827,AZBA
2828,ALLT
2829,CBZ
2830,RDVT
2831,BNKU
2832,AMHCU
2833,HIMS
2834,PACX
2835,LIXTW
2836,IMFL
2837,PEI$D
2838,SU
2839,CALB
2840,ZWZZT
2841,PSHG
2842,FMBIP
2843,BANFP
2844,DARE
2845,NEWTZ
2846,WRN
2847,FSEP
2848,FTF
2849,FOXWU
2850,OCCIP
2851,PAYC
2852,TDSE
2853,STRE
2854,DXC
2855,FXZ
2856,GAB$G
2857,ISCB
2858,ROCCU
2859,AQST
2860,PNNT
2861,PSCW
2862,ASAQ.W
2863,FOR
2864,INKM
2865,AZRX
2866,UG
2867,DQ
2868,PSY
2869,IYF
2870,PAVE
2871,EML
2872,ISVL
2873,VNO
2874,DXF
2875,PFLT
2876,CE
2877,EWS
2878,GFNCP
2879,JUPW
2880,PIAI.W
2881,CBNK
2882,DNN
2883,EPRF
2884,GNTY
2885,ATCO$E
2886,WBS
2887,PBP
2888,DGS
2889,SPTKW
2890,MTP
2891,XDQQ
2892,MS$I
2893,KLDO
2894,WRB$H
2895,ACAHU
2896,EDUT
2897,WAFD
2898,CCAC.W
2899,MODV
2900,UBP
2901,NTZ
2902,HYXU
2903,XDSQ
2904,IBTE
2905,GLDG
2906,IMPL
2907,UBX
2908,SCE$L
2909,UDOW
2910,SPY
2911,EBET
2912,OFG
2913,FEDX
2914,ALEC
2915,XCEM
2916,INM
2917,FRC$L
2918,SE
2919,PUCKU
2920,CTOS.W
2921,DGRW
2922,BGI
2923,ALTS
2924,UTHR
2925,MHN
2926,STRT
2927,PBYI
2928,SCI
2929,JOE
2930,IEF
2931,QQEW
2932,EWJV
2933,NWS
2934,TFJL
2935,GXTG
2936,DXGE
2937,UHT
2938,AAIC
2939,FANG
2940,CRC
2941,TILE
2942,BLV
2943,WYNN
2944,AHAC
2945,EFT
2946,MPA
2947,DPG
2948,MSB
2949,ASH
2950,AC
2951,ASHX
2952,UZD
2953,NXPI
2954,VFMV
2955,AOMR
2956,MRBK
2957,EIDO
2958,DOOR
2959,CSR$C
2960,NEPT
2961,LABU
2962,XRT
2963,PCAR
2964,EXD
2965,FHN$C
2966,RCON
2967,LDRS
2968,RICE.U
2969,AKUS
2970,NUHY
2971,NGACU
2972,VPCBW
2973,JJP
2974,ITUB
2975,FXO
2976,SBUG
2977,MH$A
2978,MHLD
2979,SCOAU
2980,LSEA
2981,LIN
2982,IWML
2983,SLCRW
2984,MINN
2985,ATEX
2986,BPYPO
2987,LJPC
2988,FTDR
2989,JMBS
2990,FBZ
2991,SVM
2992,AMPG
2993,CPS
2994,GLOG$A
2995,FXC
2996,ACKIW
2997,DRI
2998,NFE
2999,IEP
3000,CRZNW
3001,NVVE
3002,FTAI$A
3003,INBKL
3004,FTIVU
3005,USVM
3006,AGBA
3007,CZWI
3008,AQB
3009,NXTD
3010,ESQ
3011,EWTX
3012,RJA
3013,ATY
3014,CRSA
3015,RGEN
3016,NVOS
3017,BHSEU
3018,SDD
3019,SPEU
3020,ETH
3021,BBAX
3022,PACB
3023,BWZ
3024,FICO
3025,ESSC
3026,PNFPP
3027,CCL
3028,FNGS
3029,TDSD
3030,SBLKZ
3031,XMMO
3032,FTAI$B
3033,TENB
3034,VTSI
3035,LKQ
3036,PSA$F
3037,MCD
3038,FLTB
3039,MYN
3040,FBIO
3041,GVP
3042,SHV
3043,OM
3044,TCMD
3045,PBC
3046,TDW.W
3047,CLNNW
3048,WVVIP
3049,MHI
3050,TGNA
3051,EMLP
3052,FFC
3053,GLMD
3054,LBPS
3055,WPF
3056,SFHY
3057,SOJC
3058,NMK$B
3059,NVVEW
3060,RNG
3061,JJE
3062,HCHC
3063,PSAGU
3064,KMI
3065,AIEQ
3066,CKX
3067,RWT
3068,MDIA
3069,AVYA
3070,XSHD
3071,OBOR
3072,CPSH
3073,OFSSG
3074,HOOK
3075,FCAX.W
3076,TBSAU
3077,ACWX
3078,IPGP
3079,KL
3080,VIVE
3081,GLL
3082,INDT
3083,FBND
3084,HDMV
3085,LGND
3086,GFF
3087,QSY
3088,PNI
3089,BGRN
3090,ALTR
3091,GRIL
3092,FRME
3093,SOI
3094,KNL
3095,MTUM
3096,MLM
3097,SLVP
3098,LTRPB
3099,NUW
3100,ONTX
3101,EPI
3102,GILT
3103,ATEST
3104,FNX
3105,VIST
3106,ACTDU
3107,NTG
3108,VIGI
3109,IXSE
3110,GOOG
3111,MNDO
3112,APG
3113,PFH
3114,OSTRW
3115,UNIT
3116,DKDCU
3117,HTY
3118,PHUN
3119,BC
3120,OLLI
3121,SBRA
3122,CVU
3123,TREB.W
3124,KINZU
3125,ENPH
3126,KFRC
3127,CURIW
3128,JWEL
3129,THWWW
3130,SWT
3131,MOTV
3132,COW
3133,KTH
3134,PRE$J
3135,AMPGW
3136,GXGX
3137,SLNG
3138,CMF
3139,ECNS
3140,BRP
3141,MITO
3142,AGFS
3143,FYC
3144,PBE
3145,FCAL
3146,MESA
3147,JPN
3148,MRVI
3149,NML
3150,SKLZ.W
3151,ISEE
3152,AZRE
3153,NMRD
3154,ABEQ
3155,HDB
3156,OUST.W
3157,EFIV
3158,GENI.W
3159,F
3160,MRTN
3161,BV
3162,YUM
3163,DXJS
3164,IBDR
3165,LMAO
3166,HUIZ
3167,DHS
3168,PLX
3169,APPH
3170,MRAC
3171,SPTS
3172,AKAM
3173,GAINL
3174,PSEC
3175,FNOV
3176,QTAP
3177,CMCL
3178,RTH
3179,IRS.W
3180,FLR
3181,IPAC
3182,POND.U
3183,MYMD
3184,NVIV
3185,FLHK
3186,IGNY
3187,LUMN
3188,FSM
3189,FOSL
3190,GREK
3191,FDLO
3192,GBIL
3193,DISA
3194,CSII
3195,HMN
3196,HUGS.U
3197,SPNV.W
3198,UDEC
3199,USHY
3200,BTCM
3201,STG
3202,CURE
3203,AVY
3204,VWTR
3205,LAZR
3206,UTSI
3207,HYMCL
3208,HLIO
3209,ISR
3210,AEACW
3211,BDL
3212,MFNC
3213,BGT
3214,BHSE
3215,AHT$I
3216,ESNT
3217,RVLV
3218,VRME
3219,BPOPN
3220,MOH
3221,VACQ
3222,EPR$C
3223,TIGR
3224,UVV
3225,ITB
3226,DLTH
3227,RYT
3228,QYLD
3229,TEX
3230,MRSK
3231,IWB
3232,ATER
3233,ANGO
3234,BBC
3235,MYOV
3236,JEQ
3237,ZGNX
3238,SPI
3239,JOET
3240,AFI
3241,NVSA
3242,TANNI
3243,PHGE.U
3244,NOAC
3245,DECZ
3246,DSTL
3247,FGNA.U
3248,WTRG
3249,PALI
3250,T$A
3251,ETRN
3252,C
3253,GTPBU
3254,CEPU
3255,PLSE
3256,VCVCW
3257,SPAB
3258,EAD
3259,UCIB
3260,EZU
3261,FFTG
3262,IHE
3263,OC
3264,AM
3265,FBT
3266,GSEU
3267,SPLP
3268,SMTI
3269,QPFF
3270,YCBD
3271,GGPIW
3272,IGD
3273,LIT
3274,VMW
3275,USAK
3276,WMC
3277,ERF
3278,LTC
3279,SEF
3280,RSSS
3281,LSLT
3282,QLGN
3283,ZNH
3284,APPF
3285,FITB
3286,BFLY
3287,ATLO
3288,DUST
3289,IRL
3290,ADI
3291,AOD
3292,PRPL
3293,GSSC
3294,AFGD
3295,XPH
3296,LXRX
3297,TWNK
3298,AKICU
3299,BBSC
3300,AESR
3301,FLMB
3302,CNXC
3303,CIG.C
3304,UONE
3305,ITHXU
3306,KIQ
3307,NM$G
3308,TY
3309,IVLC
3310,DEEF
3311,VYMI
3312,DJD
3313,PAM
3314,HROWL
3315,KNDI
3316,SWCH
3317,MSDAU
3318,TMAC.W
3319,MITK
3320,DOL
3321,TRC
3322,ASTSW
3323,IMRA
3324,PQG
3325,FGNA
3326,FIW
3327,HTLFP
3328,LI
3329,PFX
3330,SWIM
3331,LEVL
3332,ASZ
3333,SAIIU
3334,STRRP
3335,WPM
3336,PTNR
3337,USPH
3338,SJB
3339,UCO
3340,POLY
3341,CLDS
3342,CLRO
3343,XPEV
3344,SEAH.W
3345,HBMD
3346,CLVRW
3347,INKAU
3348,YAC.U
3349,GTIP
3350,WRB
3351,CLVS
3352,CLAS
3353,OGEN
3354,PFIS
3355,SWI
3356,BLES
3357,AMAOU
3358,BORR
3359,IXJ
3360,VRNA
3361,TBCPU
3362,IIIIW
3363,SPOT
3364,RAIN
3365,APD
3366,TFX
3367,FZT
3368,PETQ
3369,CWBC
3370,RWR
3371,ANZU
3372,VLDRW
3373,OCG
3374,MACQ
3375,FSLR
3376,PAX
3377,IRT
3378,SA
3379,TSCO
3380,ASPY
3381,EVF
3382,ZROZ
3383,IBMK
3384,VFH
3385,T$C
3386,TDW
3387,XOM
3388,XM
3389,VOLT
3390,TUSK
3391,CLNY$I
3392,BTNB
3393,CNBS
3394,EGO
3395,QID
3396,AGNCM
3397,STLG
3398,CHFW.U
3399,CELH
3400,VRTV
3401,ZS
3402,GB
3403,PACE.U
3404,FLY
3405,IWC
3406,IGIB
3407,LVOL
3408,ASRT
3409,HUGS
3410,OPP
3411,BRLIU
3412,FNV
3413,ILCG
3414,PRQR
3415,CFFEU
3416,LTBR
3417,ATEST.B
3418,BRW
3419,PED
3420,MYTE
3421,DBOC
3422,BFI
3423,MSI
3424,KEN
3425,NHF$A
3426,MASI
3427,KWAC
3428,CPTAG
3429,DLR$J
3430,INTF
3431,ARR$C
3432,FITBP
3433,DIOD
3434,ELMD
3435,CPG
3436,CEIX
3437,REZ
3438,TFI
3439,SPLB
3440,IQI
3441,ISWN
3442,CHMG
3443,ACND.U
3444,CTK
3445,TENG
3446,WELL
3447,NRK
3448,HUT
3449,GLPG
3450,IZRL
3451,SLX
3452,AHACW
3453,GBNY
3454,LEAD
3455,NSL
3456,URTH
3457,HEP
3458,WPF.U
3459,MIRM
3460,GAA
3461,PLMR
3462,PLMIU
3463,AVDL
3464,CXP
3465,SSAAU
3466,PBT
3467,VONV
3468,JPM$L
3469,PDOT
3470,HYD
3471,YPF
3472,CAKE
3473,FYT
3474,HMST
3475,DGRE
3476,PGR
3477,SENS
3478,XME
3479,NEN
3480,DAC
3481,GLOP$B
3482,GDYNW
3483,OUSA
3484,RSVA
3485,ZLAB
3486,QLTA
3487,JWSM.U
3488,FLXS
3489,SBAC
3490,ENTG
3491,BIOX
3492,AB
3493,IG
3494,V
3495,CNK
3496,VCRA
3497,PTEU
3498,CNHI
3499,ATSPW
3500,JPMB
3501,AMWD
3502,CND.W
3503,NMTR
3504,IBTK
3505,WNC
3506,OCFC
3507,COMP
3508,AZPN
3509,DT
3510,GENI
3511,IEUR
3512,FFIU
3513,AEY
3514,MLPO
3515,PINC
3516,QPX
3517,RRD
3518,BKF
3519,ZME
3520,FEMS
3521,TZPSW
3522,YI
3523,SCHW
3524,STRM
3525,TMPM
3526,WFH
3527,ETX
3528,ACNB
3529,BHR
3530,SITE
3531,PBUS
3532,ETSY
3533,DLY
3534,VALE
3535,MLP
3536,SM
3537,ELVT
3538,UNAM
3539,PTIX
3540,ABTX
3541,LAZY
3542,ASZ.U
3543,JMUB
3544,ATNF
3545,DWAS
3546,SCS
3547,PZT
3548,TINV.W
3549,HUYA
3550,LGV.U
3551,FRDM
3552,NRIX
3553,IFBD
3554,MORN
3555,MNA
3556,XP
3557,R
3558,CNTG
3559,AGNCP
3560,QUIK
3561,MPWR
3562,IBDD
3563,ORPH
3564,TAAG
3565,AJX
3566,MOTN
3567,SSY
3568,FORTY
3569,VIAV
3570,ABR$D
3571,CCON
3572,PEB$F
3573,ASB$E
3574,ATLCP
3575,DLO
3576,ACGLP
3577,SNPX
3578,KVLE
3579,VXZ
3580,CODI$A
3581,SNX
3582,SIBN
3583,APPN
3584,PCSA
3585,RBAC.W
3586,NNDM
3587,IZEA
3588,UAUG
3589,SNRHW
3590,CYB
3591,UBCP
3592,EVER
3593,JHSC
3594,PFDRW
3595,MATW
3596,GNFT
3597,UFCS
3598,ARAV
3599,CCAP
3600,ONEY
3601,TLGA
3602,FSV
3603,DIVS
3604,VICR
3605,PERI
3606,CUEN
3607,ASLE
3608,FRTA
3609,UITB
3610,EIC
3611,KLAQU
3612,CAAP
3613,CLDR
3614,TRST
3615,JHAA
3616,KIDS
3617,AGO$E
3618,UMPQ
3619,QLC
3620,NTSX
3621,CSF
3622,EFC
3623,FUSE.U
3624,MXDU
3625,VMACU
3626,FTRI
3627,OEPW
3628,UJB
3629,NWSA
3630,BIOL
3631,CLIM.U
3632,IGN
3633,CBLI
3634,SOHU
3635,TRITW
3636,SQFT
3637,CNNB
3638,DCP$C
3639,FORD
3640,NVFY
3641,ADRE
3642,CWBR
3643,MCHX
3644,NTUS
3645,BXP
3646,SKF
3647,TIOAU
3648,INSI
3649,BFOR
3650,CFIVU
3651,FMB
3652,ONEV
3653,KINZW
3654,TBB
3655,CS
3656,BALY
3657,LILAK
3658,PFFD
3659,TBSAW
3660,AVDG
3661,PBHC
3662,EXI
3663,EMIF
3664,JANX
3665,QINT
3666,MAXR
3667,STKS
3668,SABRP
3669,GTT
3670,TU
3671,VTIQ
3672,IHAK
3673,HYLS
3674,EUCG
3675,AFL
3676,VRNT
3677,ASB$D
3678,DMYQ.W
3679,RHP
3680,AHL$D
3681,JBGS
3682,FZT.U
3683,MYRG
3684,GDL
3685,CTHR
3686,ESSCW
3687,HEI.A
3688,PRFX
3689,IWV
3690,IMGN
3691,XBIO
3692,LSCC
3693,EMPW.W
3694,SPAQ
3695,KRYS
3696,LEA
3697,NFH
3698,DXYN
3699,PULM
3700,FLFR
3701,CTXR
3702,BOMN
3703,ALTM
3704,CREX
3705,MH$D
3706,PKE
3707,ADT
3708,TIG
3709,VRT
3710,STT$G
3711,PKBK
3712,RILYG
3713,RMED
3714,MPC
3715,HPS
3716,PTOCU
3717,STL
3718,ATH$C
3719,FINS
3720,OACB
3721,TRNS
